model,forecast_step,store_id,item_id,day_id,date,actual_units,predicted_units
hist_gradient_boosting,1,CA_1,FOODS_3_001,d_1914,2016-04-25,0.0,0.5447435448804884
hist_gradient_boosting,1,CA_1,FOODS_3_002,d_1914,2016-04-25,0.0,0.13652015062426887
hist_gradient_boosting,1,CA_1,FOODS_3_003,d_1914,2016-04-25,0.0,0.506340830491048
hist_gradient_boosting,1,CA_1,FOODS_3_004,d_1914,2016-04-25,1.0,0.8460995108713054
hist_gradient_boosting,1,CA_1,FOODS_3_005,d_1914,2016-04-25,1.0,0.40751935061817046
hist_gradient_boosting,1,CA_1,FOODS_3_006,d_1914,2016-04-25,0.0,0.5058879987764485
hist_gradient_boosting,1,CA_1,FOODS_3_007,d_1914,2016-04-25,0.0,8.132342967268555
hist_gradient_boosting,1,CA_1,FOODS_3_008,d_1914,2016-04-25,0.0,0.09344848875529004
hist_gradient_boosting,1,CA_1,FOODS_3_009,d_1914,2016-04-25,0.0,0.6029847400261522
hist_gradient_boosting,1,CA_1,FOODS_3_010,d_1914,2016-04-25,0.0,0.8398360875965095
hist_gradient_boosting,1,CA_1,FOODS_3_011,d_1914,2016-04-25,0.0,2.66507103020859
hist_gradient_boosting,1,CA_1,FOODS_3_012,d_1914,2016-04-25,1.0,2.210086613617646
hist_gradient_boosting,1,CA_1,FOODS_3_013,d_1914,2016-04-25,4.0,2.5784762818923515
hist_gradient_boosting,1,CA_1,FOODS_3_014,d_1914,2016-04-25,0.0,0.5718467007823566
hist_gradient_boosting,1,CA_1,FOODS_3_015,d_1914,2016-04-25,0.0,1.6183100196521285
hist_gradient_boosting,1,CA_1,FOODS_3_016,d_1914,2016-04-25,2.0,2.697996041894446
hist_gradient_boosting,1,CA_1,FOODS_3_017,d_1914,2016-04-25,0.0,0.10638232771664963
hist_gradient_boosting,1,CA_1,FOODS_3_018,d_1914,2016-04-25,2.0,1.4757562587574031
hist_gradient_boosting,1,CA_1,FOODS_3_019,d_1914,2016-04-25,2.0,1.1742198280054088
hist_gradient_boosting,1,CA_1,FOODS_3_020,d_1914,2016-04-25,12.0,7.925191880474843
hist_gradient_boosting,1,CA_1,FOODS_3_021,d_1914,2016-04-25,0.0,0.946511362985965
hist_gradient_boosting,1,CA_1,FOODS_3_022,d_1914,2016-04-25,0.0,0.20542782193901413
hist_gradient_boosting,1,CA_1,FOODS_3_023,d_1914,2016-04-25,2.0,1.8778891246086
hist_gradient_boosting,1,CA_1,FOODS_3_024,d_1914,2016-04-25,0.0,0.15865097723201022
hist_gradient_boosting,1,CA_1,FOODS_3_025,d_1914,2016-04-25,1.0,1.3399715970128858
hist_gradient_boosting,1,CA_1,FOODS_3_026,d_1914,2016-04-25,2.0,1.9654340652017508
hist_gradient_boosting,1,CA_1,FOODS_3_027,d_1914,2016-04-25,0.0,0.6383413430905955
hist_gradient_boosting,1,CA_1,FOODS_3_028,d_1914,2016-04-25,2.0,1.5057053378179794
hist_gradient_boosting,1,CA_1,FOODS_3_029,d_1914,2016-04-25,2.0,1.0616429964389875
hist_gradient_boosting,1,CA_1,FOODS_3_030,d_1914,2016-04-25,7.0,6.190231157146274
hist_gradient_boosting,1,CA_1,FOODS_3_031,d_1914,2016-04-25,2.0,1.2674624003211175
hist_gradient_boosting,1,CA_1,FOODS_3_032,d_1914,2016-04-25,0.0,1.2093969709966634
hist_gradient_boosting,1,CA_1,FOODS_3_033,d_1914,2016-04-25,1.0,0.43154737675515176
hist_gradient_boosting,1,CA_1,FOODS_3_034,d_1914,2016-04-25,2.0,1.9085474675108791
hist_gradient_boosting,1,CA_1,FOODS_3_035,d_1914,2016-04-25,3.0,1.2317619958904302
hist_gradient_boosting,1,CA_1,FOODS_3_036,d_1914,2016-04-25,0.0,0.5196557150252727
hist_gradient_boosting,1,CA_1,FOODS_3_037,d_1914,2016-04-25,4.0,5.390938376239479
hist_gradient_boosting,1,CA_1,FOODS_3_038,d_1914,2016-04-25,0.0,0.629635353641152
hist_gradient_boosting,1,CA_1,FOODS_3_039,d_1914,2016-04-25,6.0,4.597670240604703
hist_gradient_boosting,1,CA_1,FOODS_3_040,d_1914,2016-04-25,0.0,0.853380817987472
hist_gradient_boosting,1,CA_1,FOODS_3_041,d_1914,2016-04-25,2.0,4.073115527728227
hist_gradient_boosting,1,CA_1,FOODS_3_042,d_1914,2016-04-25,3.0,2.6435188317130454
hist_gradient_boosting,1,CA_1,FOODS_3_043,d_1914,2016-04-25,4.0,1.6894556528650886
hist_gradient_boosting,1,CA_1,FOODS_3_044,d_1914,2016-04-25,1.0,0.7430168667466858
hist_gradient_boosting,1,CA_1,FOODS_3_045,d_1914,2016-04-25,0.0,0.44537899701540057
hist_gradient_boosting,1,CA_1,FOODS_3_046,d_1914,2016-04-25,2.0,1.346459080990675
hist_gradient_boosting,1,CA_1,FOODS_3_047,d_1914,2016-04-25,1.0,1.1280917633420122
hist_gradient_boosting,1,CA_1,FOODS_3_048,d_1914,2016-04-25,0.0,1.4888529681767375
hist_gradient_boosting,1,CA_1,FOODS_3_049,d_1914,2016-04-25,0.0,0.9161473970552705
hist_gradient_boosting,1,CA_1,FOODS_3_050,d_1914,2016-04-25,0.0,0.22998875623929654
hist_gradient_boosting,1,TX_1,FOODS_3_001,d_1914,2016-04-25,0.0,0.0328326277864021
hist_gradient_boosting,1,TX_1,FOODS_3_002,d_1914,2016-04-25,0.0,0.1383020579232871
hist_gradient_boosting,1,TX_1,FOODS_3_003,d_1914,2016-04-25,0.0,0.12019879302883026
hist_gradient_boosting,1,TX_1,FOODS_3_004,d_1914,2016-04-25,0.0,0.18101620371585164
hist_gradient_boosting,1,TX_1,FOODS_3_005,d_1914,2016-04-25,1.0,1.3308920112715292
hist_gradient_boosting,1,TX_1,FOODS_3_006,d_1914,2016-04-25,0.0,0.6593788424162337
hist_gradient_boosting,1,TX_1,FOODS_3_007,d_1914,2016-04-25,5.0,1.0669296491618376
hist_gradient_boosting,1,TX_1,FOODS_3_008,d_1914,2016-04-25,0.0,0.0937347675606623
hist_gradient_boosting,1,TX_1,FOODS_3_009,d_1914,2016-04-25,0.0,0.3151584857439039
hist_gradient_boosting,1,TX_1,FOODS_3_010,d_1914,2016-04-25,1.0,0.37886561944845926
hist_gradient_boosting,1,TX_1,FOODS_3_011,d_1914,2016-04-25,1.0,0.48050584351697995
hist_gradient_boosting,1,TX_1,FOODS_3_012,d_1914,2016-04-25,0.0,0.6475761281327339
hist_gradient_boosting,1,TX_1,FOODS_3_013,d_1914,2016-04-25,0.0,0.339399487421986
hist_gradient_boosting,1,TX_1,FOODS_3_014,d_1914,2016-04-25,0.0,0.3664494076368597
hist_gradient_boosting,1,TX_1,FOODS_3_015,d_1914,2016-04-25,0.0,0.9491291987024849
hist_gradient_boosting,1,TX_1,FOODS_3_016,d_1914,2016-04-25,0.0,0.327222983895725
hist_gradient_boosting,1,TX_1,FOODS_3_017,d_1914,2016-04-25,0.0,0.14977131403823357
hist_gradient_boosting,1,TX_1,FOODS_3_018,d_1914,2016-04-25,0.0,0.40331330881800215
hist_gradient_boosting,1,TX_1,FOODS_3_019,d_1914,2016-04-25,0.0,0.38480562834304805
hist_gradient_boosting,1,TX_1,FOODS_3_020,d_1914,2016-04-25,2.0,1.1692088128480282
hist_gradient_boosting,1,TX_1,FOODS_3_021,d_1914,2016-04-25,1.0,1.1704264294516715
hist_gradient_boosting,1,TX_1,FOODS_3_022,d_1914,2016-04-25,0.0,0.29760830700329016
hist_gradient_boosting,1,TX_1,FOODS_3_023,d_1914,2016-04-25,1.0,1.1872862914216948
hist_gradient_boosting,1,TX_1,FOODS_3_024,d_1914,2016-04-25,0.0,0.21347551101057316
hist_gradient_boosting,1,TX_1,FOODS_3_025,d_1914,2016-04-25,3.0,0.9593514973804516
hist_gradient_boosting,1,TX_1,FOODS_3_026,d_1914,2016-04-25,0.0,0.8512775768363947
hist_gradient_boosting,1,TX_1,FOODS_3_027,d_1914,2016-04-25,0.0,0.5558033523579046
hist_gradient_boosting,1,TX_1,FOODS_3_028,d_1914,2016-04-25,0.0,0.703038699395782
hist_gradient_boosting,1,TX_1,FOODS_3_029,d_1914,2016-04-25,0.0,0.7863775420153591
hist_gradient_boosting,1,TX_1,FOODS_3_030,d_1914,2016-04-25,14.0,7.990272189968971
hist_gradient_boosting,1,TX_1,FOODS_3_031,d_1914,2016-04-25,0.0,0.5477405220291264
hist_gradient_boosting,1,TX_1,FOODS_3_032,d_1914,2016-04-25,1.0,1.5317491435769572
hist_gradient_boosting,1,TX_1,FOODS_3_033,d_1914,2016-04-25,0.0,0.35110007473248506
hist_gradient_boosting,1,TX_1,FOODS_3_034,d_1914,2016-04-25,0.0,0.9045343535879575
hist_gradient_boosting,1,TX_1,FOODS_3_035,d_1914,2016-04-25,0.0,0.6991931309242237
hist_gradient_boosting,1,TX_1,FOODS_3_036,d_1914,2016-04-25,0.0,0.10374499248305866
hist_gradient_boosting,1,TX_1,FOODS_3_037,d_1914,2016-04-25,0.0,1.183939152056119
hist_gradient_boosting,1,TX_1,FOODS_3_038,d_1914,2016-04-25,1.0,0.24320019053482259
hist_gradient_boosting,1,TX_1,FOODS_3_039,d_1914,2016-04-25,0.0,1.047229966868894
hist_gradient_boosting,1,TX_1,FOODS_3_040,d_1914,2016-04-25,1.0,0.3930555912821158
hist_gradient_boosting,1,TX_1,FOODS_3_041,d_1914,2016-04-25,2.0,1.489640268407464
hist_gradient_boosting,1,TX_1,FOODS_3_042,d_1914,2016-04-25,2.0,2.484603522373783
hist_gradient_boosting,1,TX_1,FOODS_3_043,d_1914,2016-04-25,0.0,0.1280932695126423
hist_gradient_boosting,1,TX_1,FOODS_3_044,d_1914,2016-04-25,0.0,0.42777154605337375
hist_gradient_boosting,1,TX_1,FOODS_3_045,d_1914,2016-04-25,1.0,0.45276209564465925
hist_gradient_boosting,1,TX_1,FOODS_3_046,d_1914,2016-04-25,0.0,0.38037460279514296
hist_gradient_boosting,1,TX_1,FOODS_3_047,d_1914,2016-04-25,2.0,1.3428115723780005
hist_gradient_boosting,1,TX_1,FOODS_3_048,d_1914,2016-04-25,0.0,0.8947540836557585
hist_gradient_boosting,1,TX_1,FOODS_3_049,d_1914,2016-04-25,0.0,0.3964305347058205
hist_gradient_boosting,1,TX_1,FOODS_3_050,d_1914,2016-04-25,0.0,0.15652895565804908
hist_gradient_boosting,1,WI_1,FOODS_3_001,d_1914,2016-04-25,1.0,0.5143001727493421
hist_gradient_boosting,1,WI_1,FOODS_3_002,d_1914,2016-04-25,0.0,0.14417665903628418
hist_gradient_boosting,1,WI_1,FOODS_3_003,d_1914,2016-04-25,0.0,1.0641943674390213
hist_gradient_boosting,1,WI_1,FOODS_3_004,d_1914,2016-04-25,0.0,0.3726642150458522
hist_gradient_boosting,1,WI_1,FOODS_3_005,d_1914,2016-04-25,1.0,0.634862845643718
hist_gradient_boosting,1,WI_1,FOODS_3_006,d_1914,2016-04-25,0.0,0.8883820127596717
hist_gradient_boosting,1,WI_1,FOODS_3_007,d_1914,2016-04-25,0.0,1.396440697555151
hist_gradient_boosting,1,WI_1,FOODS_3_008,d_1914,2016-04-25,0.0,0.09242970457719331
hist_gradient_boosting,1,WI_1,FOODS_3_009,d_1914,2016-04-25,0.0,0.15309148431977135
hist_gradient_boosting,1,WI_1,FOODS_3_010,d_1914,2016-04-25,1.0,1.1117553505080613
hist_gradient_boosting,1,WI_1,FOODS_3_011,d_1914,2016-04-25,0.0,2.3354610736207473
hist_gradient_boosting,1,WI_1,FOODS_3_012,d_1914,2016-04-25,0.0,0.5928056751337808
hist_gradient_boosting,1,WI_1,FOODS_3_013,d_1914,2016-04-25,0.0,1.2875030740827924
hist_gradient_boosting,1,WI_1,FOODS_3_014,d_1914,2016-04-25,2.0,0.7934921243316715
hist_gradient_boosting,1,WI_1,FOODS_3_015,d_1914,2016-04-25,2.0,1.5256977572666783
hist_gradient_boosting,1,WI_1,FOODS_3_016,d_1914,2016-04-25,4.0,1.4529794065497765
hist_gradient_boosting,1,WI_1,FOODS_3_017,d_1914,2016-04-25,0.0,0.23382893870621885
hist_gradient_boosting,1,WI_1,FOODS_3_018,d_1914,2016-04-25,1.0,0.456206164917324
